"measure","location","sex","age","cause","metric","year","val"
"Deaths","Saudi Arabia","Female","20-24 years","Diabetes mellitus type 2","Number",2009,6.8579603421658
"Deaths","Saudi Arabia","Male","20-24 years","Diabetes mellitus type 2","Rate",2009,0.160264085428625
"Deaths","Saudi Arabia","Female","20-24 years","Diabetes mellitus type 2","Rate",2009,0.522631302804985
"Deaths","Saudi Arabia","Male","25-29 years","Diabetes mellitus type 2","Number",2009,5.02923330180691
"Deaths","Saudi Arabia","Female","25-29 years","Diabetes mellitus type 2","Number",2009,7.93918654876561
"Deaths","Saudi Arabia","Male","25-29 years","Diabetes mellitus type 2","Rate",2009,0.309718505097138
"Deaths","Saudi Arabia","Female","25-29 years","Diabetes mellitus type 2","Rate",2009,0.651053477492507
"Deaths","Saudi Arabia","Male","30-34 years","Diabetes mellitus type 2","Number",2009,11.9786822808227
"Deaths","Saudi Arabia","Female","30-34 years","Diabetes mellitus type 2","Number",2009,15.2661057863528
"Deaths","Saudi Arabia","Male","30-34 years","Diabetes mellitus type 2","Rate",2009,0.705117131431347
"Deaths","Saudi Arabia","Female","30-34 years","Diabetes mellitus type 2","Rate",2009,1.37935842990225
"Deaths","Saudi Arabia","Male","35-39 years","Diabetes mellitus type 2","Number",2009,23.1262069999056
"Deaths","Saudi Arabia","Female","35-39 years","Diabetes mellitus type 2","Number",2009,19.8140092375584
"Deaths","Saudi Arabia","Male","35-39 years","Diabetes mellitus type 2","Rate",2009,1.55600383908145
"Deaths","Saudi Arabia","Female","35-39 years","Diabetes mellitus type 2","Rate",2009,2.15506358371966
"Deaths","Saudi Arabia","Male","40-44 years","Diabetes mellitus type 2","Number",2009,42.8444703830665
"Deaths","Saudi Arabia","Female","40-44 years","Diabetes mellitus type 2","Number",2009,37.6602962263775
"Deaths","Saudi Arabia","Male","40-44 years","Diabetes mellitus type 2","Rate",2009,3.8218952333934
"Deaths","Saudi Arabia","Female","40-44 years","Diabetes mellitus type 2","Rate",2009,5.45495822206944
"Deaths","Saudi Arabia","Male","45-49 years","Diabetes mellitus type 2","Number",2009,82.4579206249266
"Deaths","Saudi Arabia","Female","45-49 years","Diabetes mellitus type 2","Number",2009,60.5459137721005
"Deaths","Saudi Arabia","Male","45-49 years","Diabetes mellitus type 2","Rate",2009,9.70319405342804
"Deaths","Saudi Arabia","Female","45-49 years","Diabetes mellitus type 2","Rate",2009,11.6950788931634
"Deaths","Saudi Arabia","Male","50-54 years","Diabetes mellitus type 2","Number",2009,115.860318821915
"Deaths","Saudi Arabia","Female","50-54 years","Diabetes mellitus type 2","Number",2009,85.769401938302
"Deaths","Saudi Arabia","Male","50-54 years","Diabetes mellitus type 2","Rate",2009,19.8224351447801
"Deaths","Saudi Arabia","Female","50-54 years","Diabetes mellitus type 2","Rate",2009,23.6205580002876
"Deaths","Saudi Arabia","Male","55-59 years","Diabetes mellitus type 2","Number",2009,176.206145682862
"Deaths","Saudi Arabia","Female","55-59 years","Diabetes mellitus type 2","Number",2009,106.942675687949
"Deaths","Saudi Arabia","Male","55-59 years","Diabetes mellitus type 2","Rate",2009,44.3040973843085
"Deaths","Saudi Arabia","Female","55-59 years","Diabetes mellitus type 2","Rate",2009,42.4423342020596
"Deaths","Saudi Arabia","Male","60-64 years","Diabetes mellitus type 2","Number",2009,158.32547160124
"Deaths","Saudi Arabia","Female","60-64 years","Diabetes mellitus type 2","Number",2009,96.4414975396633
"Deaths","Saudi Arabia","Male","60-64 years","Diabetes mellitus type 2","Rate",2009,63.0743194578239
"Deaths","Saudi Arabia","Female","60-64 years","Diabetes mellitus type 2","Rate",2009,56.4234668624025
"Deaths","Saudi Arabia","Male","65-69 years","Diabetes mellitus type 2","Number",2009,167.009977611043
"Deaths","Saudi Arabia","Female","65-69 years","Diabetes mellitus type 2","Number",2009,105.245521663821
"Deaths","Saudi Arabia","Male","65-69 years","Diabetes mellitus type 2","Rate",2009,99.8220784806751
"Deaths","Saudi Arabia","Female","65-69 years","Diabetes mellitus type 2","Rate",2009,90.5899269488131
"Deaths","Saudi Arabia","Male","70-74 years","Diabetes mellitus type 2","Number",2009,132.391029509148
"Deaths","Saudi Arabia","Female","70-74 years","Diabetes mellitus type 2","Number",2009,86.2870334323699
"Deaths","Saudi Arabia","Male","70-74 years","Diabetes mellitus type 2","Rate",2009,138.736296670149
"Deaths","Saudi Arabia","Female","70-74 years","Diabetes mellitus type 2","Rate",2009,118.955217534122
"Deaths","Saudi Arabia","Male","75-79 years","Diabetes mellitus type 2","Number",2009,95.9655965088547
"Deaths","Saudi Arabia","Female","75-79 years","Diabetes mellitus type 2","Number",2009,75.8957965397978
"Deaths","Saudi Arabia","Male","75-79 years","Diabetes mellitus type 2","Rate",2009,206.683391571867
"Deaths","Saudi Arabia","Female","75-79 years","Diabetes mellitus type 2","Rate",2009,177.770449429775
"Deaths","Saudi Arabia","Male","80-84","Diabetes mellitus type 2","Number",2009,89.6604140314288
"Deaths","Saudi Arabia","Female","80-84","Diabetes mellitus type 2","Number",2009,79.4365912171265
"Deaths","Saudi Arabia","Male","80-84","Diabetes mellitus type 2","Rate",2009,268.469645215543
"Deaths","Saudi Arabia","Female","80-84","Diabetes mellitus type 2","Rate",2009,237.561718479179
"Deaths","Saudi Arabia","Male","85-89","Diabetes mellitus type 2","Number",2009,49.4111674965682
"Deaths","Saudi Arabia","Female","85-89","Diabetes mellitus type 2","Number",2009,41.2718702581487
"Deaths","Saudi Arabia","Male","85-89","Diabetes mellitus type 2","Rate",2009,362.465866630267
"Deaths","Saudi Arabia","Female","85-89","Diabetes mellitus type 2","Rate",2009,332.237364070902
"Deaths","Saudi Arabia","Male","90-94","Diabetes mellitus type 2","Number",2009,19.7516435587177
"Deaths","Saudi Arabia","Female","90-94","Diabetes mellitus type 2","Number",2009,18.831418364248
"Deaths","Saudi Arabia","Male","90-94","Diabetes mellitus type 2","Rate",2009,443.329296118002
"Deaths","Saudi Arabia","Female","90-94","Diabetes mellitus type 2","Rate",2009,463.565203065866
"Deaths","Saudi Arabia","Male","95+ years","Diabetes mellitus type 2","Number",2009,5.46500999435828
"Deaths","Saudi Arabia","Female","95+ years","Diabetes mellitus type 2","Number",2009,4.85186326640709
"Deaths","Saudi Arabia","Male","95+ years","Diabetes mellitus type 2","Rate",2009,583.416405756488
"Deaths","Saudi Arabia","Female","95+ years","Diabetes mellitus type 2","Rate",2009,505.790461916631
"Deaths","Saudi Arabia","Male","15-19 years","Ischemic heart disease","Number",2010,23.6574480388841
"Deaths","Saudi Arabia","Female","15-19 years","Ischemic heart disease","Number",2010,21.6847971389114
"Deaths","Saudi Arabia","Male","15-19 years","Ischemic heart disease","Rate",2010,1.6025371213338
"Deaths","Saudi Arabia","Female","15-19 years","Ischemic heart disease","Rate",2010,1.69695273700316
"Deaths","Saudi Arabia","Male","20-24 years","Ischemic heart disease","Number",2010,46.813708433607
"Deaths","Saudi Arabia","Female","20-24 years","Ischemic heart disease","Number",2010,41.5813133816076
"Deaths","Saudi Arabia","Male","20-24 years","Ischemic heart disease","Rate",2010,2.8256229990699
"Deaths","Saudi Arabia","Female","20-24 years","Ischemic heart disease","Rate",2010,3.06367128851815
"Deaths","Saudi Arabia","Male","25-29 years","Ischemic heart disease","Number",2010,87.0776311417759
"Deaths","Saudi Arabia","Female","25-29 years","Ischemic heart disease","Number",2010,60.077332632847
"Deaths","Saudi Arabia","Male","25-29 years","Ischemic heart disease","Rate",2010,5.08904508386333
"Deaths","Saudi Arabia","Female","25-29 years","Ischemic heart disease","Rate",2010,4.66783513090767
"Deaths","Saudi Arabia","Male","30-34 years","Ischemic heart disease","Number",2010,226.534515114235
"Deaths","Saudi Arabia","Female","30-34 years","Ischemic heart disease","Number",2010,138.071120974406
"Deaths","Saudi Arabia","Male","30-34 years","Ischemic heart disease","Rate",2010,12.4202381779728
"Deaths","Saudi Arabia","Female","30-34 years","Ischemic heart disease","Rate",2010,11.7533420659214
"Deaths","Saudi Arabia","Male","35-39 years","Ischemic heart disease","Number",2010,443.69698318051
"Deaths","Saudi Arabia","Female","35-39 years","Ischemic heart disease","Number",2010,222.495391784268
"Deaths","Saudi Arabia","Male","35-39 years","Ischemic heart disease","Rate",2010,27.5965630016386
"Deaths","Saudi Arabia","Female","35-39 years","Ischemic heart disease","Rate",2010,22.4995044552063
"Deaths","Saudi Arabia","Male","40-44 years","Ischemic heart disease","Number",2010,850.125585002004
"Deaths","Saudi Arabia","Female","40-44 years","Ischemic heart disease","Number",2010,352.678873228658
"Deaths","Saudi Arabia","Male","40-44 years","Ischemic heart disease","Rate",2010,71.4882081810166
"Deaths","Saudi Arabia","Female","40-44 years","Ischemic heart disease","Rate",2010,48.2678712325595
"Deaths","Saudi Arabia","Male","45-49 years","Ischemic heart disease","Number",2010,1467.51061309754
"Deaths","Saudi Arabia","Female","45-49 years","Ischemic heart disease","Number",2010,600.777774663616
"Deaths","Saudi Arabia","Male","45-49 years","Ischemic heart disease","Rate",2010,163.861702215923
"Deaths","Saudi Arabia","Female","45-49 years","Ischemic heart disease","Rate",2010,109.135251977373
"Deaths","Saudi Arabia","Male","50-54 years","Ischemic heart disease","Number",2010,1827.19275462818
"Deaths","Saudi Arabia","Female","50-54 years","Ischemic heart disease","Number",2010,733.329032105944
"Deaths","Saudi Arabia","Male","50-54 years","Ischemic heart disease","Rate",2010,307.098238483957
"Deaths","Saudi Arabia","Female","50-54 years","Ischemic heart disease","Rate",2010,193.544348639248
"Deaths","Saudi Arabia","Male","55-59 years","Ischemic heart disease","Number",2010,2208.637056551
"Deaths","Saudi Arabia","Female","55-59 years","Ischemic heart disease","Number",2010,916.841011041221
"Deaths","Saudi Arabia","Male","55-59 years","Ischemic heart disease","Rate",2010,537.353182872011
"Deaths","Saudi Arabia","Female","55-59 years","Ischemic heart disease","Rate",2010,343.654525935154
"Deaths","Saudi Arabia","Male","60-64 years","Ischemic heart disease","Number",2010,2182.43907411642
"Deaths","Saudi Arabia","Female","60-64 years","Ischemic heart disease","Number",2010,985.664728765384
"Deaths","Saudi Arabia","Male","60-64 years","Ischemic heart disease","Rate",2010,797.564660630237
"Deaths","Saudi Arabia","Female","60-64 years","Ischemic heart disease","Rate",2010,556.494022437189
"Deaths","Saudi Arabia","Male","65-69 years","Ischemic heart disease","Number",2010,2086.27599885485
"Deaths","Saudi Arabia","Female","65-69 years","Ischemic heart disease","Number",2010,958.175140074941
"Deaths","Saudi Arabia","Male","65-69 years","Ischemic heart disease","Rate",2010,1182.21364477468
"Deaths","Saudi Arabia","Female","65-69 years","Ischemic heart disease","Rate",2010,814.726177335596
"Deaths","Saudi Arabia","Male","70-74 years","Ischemic heart disease","Number",2010,1568.61703463312
"Deaths","Saudi Arabia","Female","70-74 years","Ischemic heart disease","Number",2010,828.871976461915
"Deaths","Saudi Arabia","Male","70-74 years","Ischemic heart disease","Rate",2010,1567.82836481334
"Deaths","Saudi Arabia","Female","70-74 years","Ischemic heart disease","Rate",2010,1158.47312403227
"Deaths","Saudi Arabia","Male","75-79 years","Ischemic heart disease","Number",2010,953.935492804724
"Deaths","Saudi Arabia","Female","75-79 years","Ischemic heart disease","Number",2010,688.478515559052
"Deaths","Saudi Arabia","Male","75-79 years","Ischemic heart disease","Rate",2010,2170.43587290092
"Deaths","Saudi Arabia","Female","75-79 years","Ischemic heart disease","Rate",2010,1765.82216557007
"Deaths","Saudi Arabia","Male","80-84","Ischemic heart disease","Number",2010,1052.60133880789
"Deaths","Saudi Arabia","Female","80-84","Ischemic heart disease","Number",2010,883.78941570853
"Deaths","Saudi Arabia","Male","80-84","Ischemic heart disease","Rate",2010,3123.22929171977
"Deaths","Saudi Arabia","Female","80-84","Ischemic heart disease","Rate",2010,2568.76848074779
"Deaths","Saudi Arabia","Male","85-89","Ischemic heart disease","Number",2010,642.622462091014
"Deaths","Saudi Arabia","Female","85-89","Ischemic heart disease","Number",2010,571.279983306853
"Deaths","Saudi Arabia","Male","85-89","Ischemic heart disease","Rate",2010,4529.58088332146
"Deaths","Saudi Arabia","Female","85-89","Ischemic heart disease","Rate",2010,4273.04711973474
"Deaths","Saudi Arabia","Male","90-94","Ischemic heart disease","Number",2010,275.308355424438
"Deaths","Saudi Arabia","Female","90-94","Ischemic heart disease","Number",2010,248.895568017805
"Deaths","Saudi Arabia","Male","90-94","Ischemic heart disease","Rate",2010,6035.22259752058
"Deaths","Saudi Arabia","Female","90-94","Ischemic heart disease","Rate",2010,5926.27958690933
"Deaths","Saudi Arabia","Male","95+ years","Ischemic heart disease","Number",2010,85.0476402209487
"Deaths","Saudi Arabia","Female","95+ years","Ischemic heart disease","Number",2010,89.4882639637168
"Deaths","Saudi Arabia","Male","95+ years","Ischemic heart disease","Rate",2010,8461.13740088833
"Deaths","Saudi Arabia","Female","95+ years","Ischemic heart disease","Rate",2010,8886.03727059776
"Deaths","Saudi Arabia","Male","<5 years","Ischemic stroke","Number",2010,0.621756898167387
"Deaths","Saudi Arabia","Female","<5 years","Ischemic stroke","Number",2010,0.362808605157983
"Deaths","Saudi Arabia","Male","<5 years","Ischemic stroke","Rate",2010,0.0499859144576888
"Deaths","Saudi Arabia","Female","<5 years","Ischemic stroke","Rate",2010,0.0310911763304804
"Deaths","Saudi Arabia","Male","5-9 years","Ischemic stroke","Number",2010,0.537117134325713
"Deaths","Saudi Arabia","Female","5-9 years","Ischemic stroke","Number",2010,0.363437233298589
"Deaths","Saudi Arabia","Male","5-9 years","Ischemic stroke","Rate",2010,0.0420940708847324
"Deaths","Saudi Arabia","Female","5-9 years","Ischemic stroke","Rate",2010,0.0312730328327353
"Deaths","Saudi Arabia","Male","10-14 years","Ischemic stroke","Number",2010,1.03873482977349
"Deaths","Saudi Arabia","Female","10-14 years","Ischemic stroke","Number",2010,0.869113972060668
"Deaths","Saudi Arabia","Male","10-14 years","Ischemic stroke","Rate",2010,0.0765112625209345
"Deaths","Saudi Arabia","Female","10-14 years","Ischemic stroke","Rate",2010,0.0704644858007397
"Deaths","Saudi Arabia","Male","15-19 years","Ischemic stroke","Number",2010,4.23970913257523
"Deaths","Saudi Arabia","Female","15-19 years","Ischemic stroke","Number",2010,7.70125623444677
"Deaths","Saudi Arabia","Male","15-19 years","Ischemic stroke","Rate",2010,0.287194597550946
"Deaths","Saudi Arabia","Female","15-19 years","Ischemic stroke","Rate",2010,0.602664980524841
"Deaths","Saudi Arabia","Male","20-24 years","Ischemic stroke","Number",2010,6.81616648906445
"Deaths","Saudi Arabia","Female","20-24 years","Ischemic stroke","Number",2010,12.9692575386476
"Deaths","Saudi Arabia","Male","20-24 years","Ischemic stroke","Rate",2010,0.411416173625834
"Deaths","Saudi Arabia","Female","20-24 years","Ischemic stroke","Rate",2010,0.955562456382805
"Deaths","Saudi Arabia","Male","25-29 years","Ischemic stroke","Number",2010,13.1227091809646
"Deaths","Saudi Arabia","Female","25-29 years","Ischemic stroke","Number",2010,17.0133216822181
"Deaths","Saudi Arabia","Male","25-29 years","Ischemic stroke","Rate",2010,0.766925532639083
"Deaths","Saudi Arabia","Female","25-29 years","Ischemic stroke","Rate",2010,1.32188592870834
"Deaths","Saudi Arabia","Male","30-34 years","Ischemic stroke","Number",2010,26.011663582881
"Deaths","Saudi Arabia","Female","30-34 years","Ischemic stroke","Number",2010,27.4149048749054
"Deaths","Saudi Arabia","Male","30-34 years","Ischemic stroke","Rate",2010,1.42614496047884
"Deaths","Saudi Arabia","Female","30-34 years","Ischemic stroke","Rate",2010,2.33370130136908
"Deaths","Saudi Arabia","Male","35-39 years","Ischemic stroke","Number",2010,51.8062246352329
"Deaths","Saudi Arabia","Female","35-39 years","Ischemic stroke","Number",2010,54.7328955937457
"Deaths","Saudi Arabia","Male","35-39 years","Ischemic stroke","Rate",2010,3.22218495103361
"Deaths","Saudi Arabia","Female","35-39 years","Ischemic stroke","Rate",2010,5.53477992682136
